Date,Tournament,Opponent,Overs,Maidens,Runs,Wickets,Wides,No Balls,Innings,Position,Scorecard,Player Name,Player ID,Stat Type,Team
2019-06-08,Pro40 2019,Mass CC Thunders,5.0,0,15,0,1,0,1,2,Scorecard,Darshit Chanpura,c8b734b1f684bd8a85e86aed,bowling,Huskies Cricket Club
2024-09-22,ProT20 2024,Royal Eagles,1.0,0,7,0,0,0,1,6,Scorecard,Yatish Reddy,b46fa24c54b976a07211db05,bowling,Huskies Cricket Club
2024-09-07,ProT20 2024,Ocean State Smashers,4.0,0,17,1,1,0,1,3,Scorecard,Yatish Reddy,b46fa24c54b976a07211db05,bowling,Huskies Cricket Club
2024-06-01,Pro40 2024,Boston Bulls - Spartans,8.0,1,36,3,3,0,2,4,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,UDCC Rockers - T20,3.0,0,31,0,3,0,1,5,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,NECC A,2.0,0,7,1,2,0,2,7,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2023-09-23,Pro T20 2023,MVCC Mustangs,3.0,0,27,0,0,0,2,1,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2023-09-23,Pro T20 2023,Lagaan Lions XI,1.0,0,10,1,0,0,1,6,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2023-09-16,Pro40 2023,United Athletic Association,5.0,0,28,2,1,0,1,4,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2023-07-22,Pro40 2023,West Indian United C.C.,2.0,0,13,0,0,0,2,5,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2023-05-14,Pro40 2023,Caricom Sports & Cultural Club,5.0,1,16,1,0,0,2,6,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2023-05-07,Pro40 2023,United Athletic Association,8.0,1,36,0,2,0,1,5,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2021-09-18,Pro40 2021,NECC Stallions,7.0,1,20,2,3,0,1,6,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2021-09-12,Pro40 2021,Mass CC Thunders,4.1,0,25,4,0,0,2,5,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2021-09-11,Pro40 2021,Bengal Tiger,0.2,0,0,1,0,0,2,6,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2021-08-21,Pro40 2021,East Coast Cricket Club 1st XI,8.0,1,17,2,6,0,2,5,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2021-07-25,Pro40 2021,Mass CC Thunders,5.0,1,26,1,1,0,2,5,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2021-06-19,Pro40 2021,Boston Gymkhana S.C. - F2,7.0,1,24,1,3,0,1,6,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2018-08-04,Pro40 2018,Boston Bulls - Spartans,5.0,0,20,1,2,0,1,3,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2018-07-28,Pro40 2018,Boston Rebels Strikers,7.0,0,40,3,3,0,1,7,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2018-07-14,Pro40 2018,Mass CC Thunders,5.0,0,10,3,2,0,2,5,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2018-07-07,Pro40 2018,Cavaliers CC B,7.0,1,34,3,8,0,1,4,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2018-06-17,Pro40 2018,Boston Rebels Strikers,4.0,0,33,1,7,0,2,5,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2018-06-09,Pro40 2018,MVCC Crusaders,1.0,0,2,1,1,0,2,6,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2018-06-03,Pro40 2018,United Athletic Association,3.0,0,5,1,0,0,2,6,Scorecard,Krupashankar Sundararajan,1b4a35ed2d042ad9bcdac16d,bowling,Huskies Cricket Club
2024-09-22,ProT20 2024,Boston Bulls - The Eleven,1.0,0,16,0,0,0,1,3,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2024-09-22,ProT20 2024,Royal Eagles,1.0,0,10,0,0,1,1,7,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2024-06-30,Pro40 2024,North Eastern Eagles,2.0,0,7,1,0,0,2,6,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2024-06-15,Pro40 2024,NECC Dragons,6.0,0,30,3,4,0,1,6,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,NECC A,1.0,0,11,0,0,0,2,5,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2023-09-24,Pro T20 2023,Boston Rebels Strikers,1.0,0,6,0,0,0,1,6,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2023-08-13,Pro40 2023,Boston Bulls - Spartans,4.0,0,19,2,3,0,1,5,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2023-08-06,Pro40 2023,MVCC Crusaders,1.5,1,9,0,0,0,2,4,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2023-07-09,Pro40 2023,NECC Stallions,2.0,0,15,0,3,1,2,3,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2023-06-03,Pro40 2023,Boston Gymkhana S.C. - C,7.0,1,25,4,2,0,1,3,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2022-09-11,Pro40 2022,NECC Stallions,5.0,0,19,0,4,1,2,5,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2022-08-27,Pro40 2022,Boston Gymkhana S.C. - E,4.0,0,22,0,5,0,2,4,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2022-08-07,Pro40 2022,East Coast Cricket Club 1st XI,4.0,0,30,0,1,0,2,2,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2022-07-24,Pro40 2022,United Athletic Association,8.0,1,54,0,1,2,1,5,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2022-07-16,Pro40 2022,Boston Gymkhana S.C. - E,7.0,0,25,2,4,1,2,3,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2022-06-26,Pro40 2022,Bengal Tiger,5.5,0,32,3,3,0,2,3,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2022-05-22,Pro40 2022,Lowell Eagles,4.0,0,11,2,2,0,2,2,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2022-04-30,Pro40 2022,Hoysala Knights,6.4,0,36,1,5,0,1,2,Scorecard,Shakya Munghate,0246573ed6f16a65165e76e1,bowling,Huskies Cricket Club
2024-08-03,Pro40 2024,MCC MathHeads,2.0,0,17,0,1,1,2,4,Scorecard,Tarun C,eca29a3ea044801f7bad2a21,bowling,Huskies Cricket Club
