Date,Tournament,Opponent,Overs,Maidens,Runs,Wickets,Wides,No Balls,Innings,Position,Scorecard,Player Name,Player ID,Stat Type,Team
2024-08-04,Pro40 2024,Lagaan Lions,2.0,0,13,0,0,0,1,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2024-07-20,Pro40 2024,Challengers Cricket Club,3.0,0,21,1,4,0,1,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2024-06-16,Pro40 2024,Cavaliers CC A,2.0,0,10,1,1,0,2,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2019-09-15,Pro40 2019,Commonwealth Lagaan A,0.3,0,13,0,1,0,2,7,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2019-07-21,Pro40 2019,Caricom Sports & Cultural Club,2.0,0,12,0,4,1,2,7,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2019-06-15,Pro40 2019,Caricom Sports & Cultural Club,2.0,1,12,1,2,0,2,7,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2018-06-10,Pro40 2018,Boston Eagles,1.0,0,7,0,1,0,2,7,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2018-05-05,Pro40 2018,NECC Hawks,2.0,0,9,0,1,0,1,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2016-08-20,Pro40 2016,Boston Eagles,1.0,0,8,0,0,0,2,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2016-08-14,Pro40 2016,Challengers Cricket Club,5.0,0,26,1,2,0,1,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2016-07-17,Pro40 2016,Boston Gymkhana S.C. - C,3.0,0,14,0,6,0,1,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2016-06-19,Pro40 2016,Guyana Cricket Club,1.0,0,7,0,0,0,1,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2016-06-11,Pro40 2016,Conway Cricket Club,0.5,0,7,0,0,0,2,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2016-06-04,Pro40 2016,Boston Gymkhana S.C. - C,4.0,0,22,3,2,0,1,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2016-05-15,Pro40 2016,Boston Eagles,5.5,0,34,1,5,0,2,7,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2016-05-08,Pro40 2016,Challengers Cricket Club,1.5,0,13,0,1,0,2,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2015-07-26,Pro40,Boston Gymkhana S.C. - A,3.0,0,24,0,3,0,1,8,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2015-06-13,Pro40,Conway Cricket Club,4.0,0,29,2,0,0,2,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2015-05-31,Pro40,Conway Cricket Club,4.0,0,21,0,0,0,1,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2015-05-16,Pro40,Boston Gymkhana S.C. - A,8.0,0,24,2,1,0,1,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2015-05-10,Pro40,Commonwealth Lagaan A,2.0,0,25,1,0,0,1,4,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2015-05-03,Pro40,Challengers Cricket Club,5.0,0,26,2,0,0,2,1,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-09-27,20/20PO,Conway Cricket Club,1.0,0,12,0,0,0,2,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-09-27,20/20PO,Commonwealth Lagaan A,3.0,0,27,0,0,0,1,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-09-21,20/20,Guyana Cricket Club,3.0,0,20,2,0,0,2,7,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-09-20,20/20,Star C.C of New England,1.0,0,20,0,0,0,2,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-08-24,REGSEA,Guyana Cricket Club,4.0,0,24,1,0,0,1,7,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-08-17,20/20,Commonwealth Lagaan A,4.0,0,31,2,0,0,1,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-08-10,REGSEA,Melbourne Sports & Cultural Club,6.0,0,36,0,6,0,1,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-07-27,20/20,Boston Gymkhana S.C. - A,2.0,0,17,2,0,0,1,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-07-26,20/20,Boston Eagles,4.0,0,27,1,0,0,1,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-07-20,REGSEA,Boston Eagles,3.0,0,15,1,0,0,2,7,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-07-13,REGSEA,Melbourne Sports & Cultural Club,2.0,0,24,0,5,0,2,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-06-29,20/20,Conway Cricket Club,2.0,0,17,1,0,0,2,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-06-28,20/20,Melbourne Sports & Cultural Club,2.0,0,10,0,2,0,2,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-06-21,REGSEA,Commonwealth Cricket Club B,4.0,1,13,1,3,0,2,4,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-06-15,REGSEA,Lagaan Lions,7.0,0,39,0,0,0,2,3,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-06-08,REGSEA,Boston Gymkhana S.C. - A,5.2,1,34,2,2,0,1,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-06-01,REGSEA,Commonwealth Lagaan A,3.0,0,12,1,2,0,2,5,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-05-18,REGSEA,Boston Eagles,4.0,1,14,2,0,0,2,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-05-10,REGSEA,Conway Cricket Club,2.0,0,21,0,0,0,1,4,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2014-05-03,REGSEA,Star C.C of New England,3.0,0,13,1,0,0,1,6,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2013-09-28,20/20PO,Boston Gymkhana S.C. - C,4.0,0,22,1,0,0,1,3,Scorecard,Prathmesh Jakkanwar,54cc1863ce17393ab321a7f2,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,UDCC Rockers - T20,1.0,0,17,0,1,0,1,7,Scorecard,Vaibhav Singh,4f9ada35e646934118366150,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,NECC A,0.1,0,7,0,1,0,2,8,Scorecard,Vaibhav Singh,4f9ada35e646934118366150,bowling,Huskies Cricket Club
2023-05-21,Pro40 2023,Melbourne Sports & Cultural Club,2.0,0,19,0,1,4,2,6,Scorecard,Vaibhav Singh,4f9ada35e646934118366150,bowling,Huskies Cricket Club
2023-05-14,Pro40 2023,Caricom Sports & Cultural Club,2.0,0,13,0,0,2,2,7,Scorecard,Vaibhav Singh,4f9ada35e646934118366150,bowling,Huskies Cricket Club
2021-06-05,Pro40 2021,Mass CC Thunders,2.0,0,15,0,3,0,1,7,Scorecard,Vaibhav Singh,4f9ada35e646934118366150,bowling,Huskies Cricket Club
2019-07-14,Pro40 2019,East Coast Cricket Club 1st XI,4.0,0,17,1,4,0,2,6,Scorecard,Vaibhav Singh,4f9ada35e646934118366150,bowling,Huskies Cricket Club
2024-10-06,ProT20 2024,NECC A,4.0,0,16,1,0,0,2,3,Scorecard,Pratik Singh,b2260e29bec67b6f275f8a52,bowling,Huskies Cricket Club
2024-09-22,ProT20 2024,Boston Bulls - The Eleven,4.0,0,13,2,2,0,1,5,Scorecard,Pratik Singh,b2260e29bec67b6f275f8a52,bowling,Huskies Cricket Club
2024-09-22,ProT20 2024,Royal Eagles,4.0,0,15,0,0,0,1,4,Scorecard,Pratik Singh,b2260e29bec67b6f275f8a52,bowling,Huskies Cricket Club
2024-09-07,ProT20 2024,Ocean State Smashers,3.0,0,21,1,0,0,1,5,Scorecard,Pratik Singh,b2260e29bec67b6f275f8a52,bowling,Huskies Cricket Club
2024-07-20,Pro40 2024,Commonwealth Lagaan A,8.0,0,28,3,2,0,2,4,Scorecard,Pratik Singh,b2260e29bec67b6f275f8a52,bowling,Huskies Cricket Club
2024-10-05,ProT20 2024,Boston Gymkhana S.C. - Lions,4.0,0,41,0,3,0,1,5,Scorecard,Akshun Singh,99b377d5c11c049469e4fc8f,bowling,Huskies Cricket Club
2024-09-14,Pro40 2024,United Athletic Association,8.0,0,29,2,4,0,1,5,Scorecard,Akshun Singh,99b377d5c11c049469e4fc8f,bowling,Huskies Cricket Club
2024-08-03,Pro40 2024,MCC MathHeads,4.0,0,19,1,3,0,2,7,Scorecard,Akshun Singh,99b377d5c11c049469e4fc8f,bowling,Huskies Cricket Club
2024-06-01,Pro40 2024,Boston Bulls - Spartans,4.0,0,20,1,6,0,2,5,Scorecard,Akshun Singh,99b377d5c11c049469e4fc8f,bowling,Huskies Cricket Club
2024-05-04,Pro40 2024,New England Royals,4.0,0,25,1,3,0,2,5,Scorecard,Akshun Singh,99b377d5c11c049469e4fc8f,bowling,Huskies Cricket Club
2023-09-17,Pro T20 2023,Boston Gymkhana S.C. - Tigers,2.2,0,14,2,5,1,1,5,Scorecard,Akshun Singh,99b377d5c11c049469e4fc8f,bowling,Huskies Cricket Club
2024-09-22,ProT20 2024,Boston Bulls - The Eleven,3.0,0,28,0,3,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2024-09-08,Pro40 2024,New England Royals,1.0,0,10,0,0,0,2,7,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2024-07-20,Pro40 2024,Commonwealth Lagaan A,2.0,0,8,0,0,0,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2024-06-30,Pro40 2024,North Eastern Eagles,4.0,1,15,0,0,0,2,4,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2024-06-01,Pro40 2024,Boston Bulls - Spartans,2.0,0,13,0,1,0,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-10-07,Pro T20 2023,Boston Bulls - The Eleven,4.0,0,35,2,0,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,UDCC Rockers - T20,4.0,0,44,2,3,0,1,4,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-09-24,Pro T20 2023,Boston Rebels Strikers,2.0,0,9,3,0,0,1,4,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-09-23,Pro T20 2023,Lagaan Lions XI,4.0,0,22,2,2,1,1,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-09-17,Pro T20 2023,Boston Gymkhana S.C. - Tigers,2.0,0,5,2,1,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-09-16,Pro40 2023,United Athletic Association,0.1,0,0,1,0,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-08-27,Pro40 2023,West Indian United C.C.,1.3,0,5,1,0,0,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-08-13,Pro40 2023,Boston Bulls - Spartans,2.0,0,6,1,1,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-06-18,Pro40 2023,Lagaan Tigers,7.0,1,19,1,1,1,1,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-06-11,Pro40 2023,NECC Sharks,2.0,0,3,0,0,0,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-05-14,Pro40 2023,Caricom Sports & Cultural Club,7.0,0,28,3,2,1,2,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2023-05-13,Pro40 2023,Challengers Cricket Club B,4.0,0,16,1,1,0,1,7,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Waltham Eagles,3.3,0,13,3,0,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Royal Eagles,4.0,0,17,1,1,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-10-08,ProT20 2022,Boston Gymkhana S.C. - Tigers,3.0,0,17,2,0,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-10-02,ProT20 2022,Hoysala Conquerors - T20,2.0,0,11,1,1,0,2,7,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-10-01,ProT20 2022,NECC A,4.0,0,35,0,3,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-09-17,ProT20 2022,Mass State Super Kings,4.0,0,17,1,1,0,1,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-09-11,Pro40 2022,NECC Stallions,3.0,1,14,1,0,0,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-08-27,Pro40 2022,Boston Gymkhana S.C. - E,4.0,0,20,2,2,0,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-08-07,Pro40 2022,East Coast Cricket Club 1st XI,5.2,0,20,1,1,0,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-07-09,Pro40 2022,Mass CC Thunders,7.0,0,52,1,0,0,1,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-06-12,Pro40 2022,Commonwealth Cricket Club B,6.0,0,40,0,5,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2022-06-04,Pro40 2022,Commonwealth Cricket Club Z,4.0,0,60,0,3,0,2,4,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2021-09-11,Pro40 2021,Bengal Tiger,2.0,0,5,2,0,0,2,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2021-08-28,Pro40 2021,NECC Stallions,6.0,0,28,2,3,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2021-08-21,Pro40 2021,East Coast Cricket Club 1st XI,7.0,0,19,1,7,0,2,4,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2019-09-08,Pro40 2019,Boston Rebels Strikers,3.0,0,25,0,0,0,2,4,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2019-09-07,Pro40 2019,Lowell Eagles,3.0,0,20,2,3,0,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2019-07-14,Pro40 2019,East Coast Cricket Club 1st XI,3.0,0,7,0,3,0,2,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2019-06-29,Pro40 2019,MVCC Crusaders,8.0,0,34,4,3,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2019-06-08,Pro40 2019,Mass CC Thunders,8.0,1,44,1,4,0,1,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2018-09-09,Pro40 2018,Boston Bulls - Spartans,8.0,0,46,1,3,1,2,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2018-08-26,Pro40 2018,Guyana Cricket Club B,5.0,1,18,1,2,0,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2018-08-18,Pro40 2018,United Athletic Association,4.0,0,17,0,0,0,1,7,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2018-07-28,Pro40 2018,Boston Rebels Strikers,6.0,0,26,1,5,0,1,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2018-07-07,Pro40 2018,Cavaliers CC B,8.0,0,38,1,0,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2018-06-24,Pro40 2018,Guyana Cricket Club B,2.0,1,6,0,0,0,1,7,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2018-06-17,Pro40 2018,Boston Rebels Strikers,3.0,0,25,3,1,1,2,7,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2018-06-09,Pro40 2018,MVCC Crusaders,4.0,0,14,0,0,0,2,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2018-06-03,Pro40 2018,United Athletic Association,3.0,0,9,2,0,0,2,8,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2017-09-09,Pro40 2017,Melbourne Sports & Cultural Club,1.0,0,16,0,0,0,2,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2017-08-19,Pro40 2017,Lagaan Tigers,6.0,0,30,4,0,0,2,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2017-08-12,Pro40 2017,Lagaan Tigers,3.0,0,8,0,2,0,2,7,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2017-07-29,Pro40 2017,Melbourne Sports & Cultural Club,1.0,0,6,0,0,0,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2017-07-22,Pro40 2017,Wrentham Eagles,5.0,1,20,1,2,0,2,4,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2017-07-15,Pro40 2017,New England Royals,2.0,0,13,0,0,0,2,8,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2017-07-09,Pro40 2017,St. Columbas CC A,8.0,0,25,2,5,0,2,3,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2017-06-17,Pro40 2017,MVCC Vikings,7.4,0,29,2,5,0,1,4,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2017-06-04,Pro40 2017,Middlesex Sports Club,8.0,0,32,1,3,1,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2017-05-13,Pro40 2017,St. Columbas CC A,8.0,1,55,1,2,0,1,3,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2017-05-07,Pro40 2017,Wrentham Eagles,5.0,0,26,3,0,0,2,4,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2016-06-26,Pro40 2016,NECC Hawks,2.0,0,15,0,2,0,2,2,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2016-05-07,Pro40 2016,Royal Eagles,2.0,0,11,0,0,0,2,5,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2016-05-01,Pro40 2016,Melbourne Sports & Cultural Club,6.0,0,47,1,2,1,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2015-08-23,Pro40,Royal Eagles,2.0,0,15,1,0,0,2,8,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2015-07-25,Pro40,Caricom Sports & Cultural Club,6.0,0,38,1,0,0,1,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2015-06-20,Pro40,NECC Hawks,3.0,0,13,0,0,0,1,1,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2015-05-31,Pro40,Melbourne Sports & Cultural Club,2.0,0,29,0,0,0,1,1,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2014-06-29,20/20,Star C.C of New England,1.0,0,8,1,0,0,2,6,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2013-06-29,20/20,Boston Gymkhana S.C. - E,3.0,0,24,0,0,0,2,3,Scorecard,Sohil Gandhi,54cc1863ce17393ab321a79d,bowling,Huskies Cricket Club
2024-10-05,ProT20 2024,Boston Gymkhana S.C. - Lions,2.0,0,32,1,4,0,1,4,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2024-04-28,Pro40 2024,UCC - Rockers,8.0,1,21,1,6,0,1,5,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-10-07,Pro T20 2023,Boston Bulls - The Eleven,1.0,0,10,0,0,0,1,4,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-10-01,Pro T20 2023,UDCC Rockers - T20,4.0,0,29,3,1,0,1,6,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-09-24,Pro T20 2023,Boston Rebels Strikers,2.0,0,15,1,0,0,1,2,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-09-23,Pro T20 2023,MVCC Mustangs,3.0,0,23,3,0,0,2,4,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-09-23,Pro T20 2023,Lagaan Lions XI,4.0,0,28,2,0,1,1,3,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-09-17,Pro T20 2023,Boston Gymkhana S.C. - Tigers,3.0,0,29,1,3,2,1,3,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-08-27,Pro40 2023,West Indian United C.C.,3.0,0,7,0,3,0,2,3,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-07-22,Pro40 2023,West Indian United C.C.,6.0,1,24,1,1,0,2,2,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-07-09,Pro40 2023,NECC Stallions,2.0,0,8,1,2,0,2,6,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-06-18,Pro40 2023,Lagaan Tigers,4.0,0,11,2,2,0,1,3,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-06-11,Pro40 2023,NECC Sharks,3.0,0,21,1,2,0,2,2,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-06-03,Pro40 2023,Boston Gymkhana S.C. - C,4.0,0,15,2,1,1,1,4,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-05-21,Pro40 2023,Melbourne Sports & Cultural Club,4.0,0,15,0,3,0,2,2,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-05-13,Pro40 2023,Challengers Cricket Club B,6.5,1,29,1,5,0,1,4,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2023-05-07,Pro40 2023,United Athletic Association,8.0,0,40,2,6,1,1,2,Scorecard,Abhiram Desai,0fc74729db26fc11f417a531,bowling,Huskies Cricket Club
2024-09-22,ProT20 2024,Boston Bulls - The Eleven,4.0,0,16,2,1,0,1,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2024-09-22,ProT20 2024,Royal Eagles,4.0,0,29,2,1,1,1,3,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2023-08-27,Pro40 2023,West Indian United C.C.,8.0,0,24,4,5,0,2,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2023-08-13,Pro40 2023,Boston Bulls - Spartans,8.0,0,31,3,1,0,1,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2023-07-22,Pro40 2023,West Indian United C.C.,2.3,0,16,1,0,0,2,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2023-06-11,Pro40 2023,NECC Sharks,8.0,2,14,3,2,0,2,4,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Waltham Eagles,4.0,0,30,0,0,0,1,5,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
2022-10-09,ProT20 2022,Royal Eagles,2.0,0,21,1,1,0,1,5,Scorecard,Gourang Patel,8f277e5990716f438e65dc2b,bowling,Huskies Cricket Club
